,text,text-corrected,id.x,inTrain,username,date,retweets,favorites,geo,mentions,hashtags,id.y,permalink,X
300,Don't feel like taking #PARCC today,,100184,1,csanchez13329,3/17/15,0,0,,,#PARCC,5.78E+17,https://twitter.com/csanchez13329/status/577842850852958208,
301,Don't Need #NCLB #CommonCore #DeptOfEd #EAA #SBAC #PARCC National Go to School Pay Attention Do the Work Behave Month pic.twitter.com/AMqls8UURE,,100171,1,waltduro,3/17/15,0,1,,,#NCLB #CommonCore #DeptOfEd #EAA #SBAC #PARCC,5.78E+17,https://twitter.com/waltduro/status/577850235520618496,
302,"Dozens of NY Teacher Associations Endorse I Refuse"".... @MOREcaucusNYC tried twice in NYC. Now we'll support #optout http://wp.me/p2odLa-9YMq""",,149,1,msmoskop,3/31/15,1,2,,@MOREcaucusNYC,#optout,5.83E+17,https://twitter.com/msmoskop/status/583036314146209792,
303,During #PARCC students miss out on art music and gym classes via @bylaurenfitz and @Suntimes. http://ow.ly/KGq8p,,100081,1,theschoolpr,3/23/15,0,0,,@bylaurenfitz @Suntimes,#PARCC,5.80E+17,https://twitter.com/theschoolpr/status/580098026808713218,
304,Each time a teacher parent or child stands up against Test Tyranny #PARCC #SBAC there's hope for the survival of public schools.,,100054,1,susanoha,3/24/15,3,7,,,#PARCC #SBAC,5.81E+17,https://twitter.com/susanoha/status/580510560065839104,
305,Each time a teacher parent or child stands up against Test Tyranny there is hope for the survival of public schools. #PARCC #SBAC,,100066,1,susanoha,3/24/15,27,16,,,#PARCC #SBAC,5.80E+17,https://twitter.com/susanoha/status/580362577798103040,
306,"Educated Parents OptOut @KOATLiveUpdates:Over 30 APS NM schools report <95% #PARCC http://bit.ly/1DlgAAdÔøΩ_ pic.twitter.com/lWaIpeG8Ym_—ù @ABQschools""","Educated Parents OptOut @KOATLiveUpdates:Over 30 APS NM schools report <95% #PARCC http://bit.ly/1DlgAAd  pic.twitter.com/lWaIpeG8Ym” @ABQschools""",100274,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,Eleven reasons to #optout of standardized testing. http://crunchymoms.com/eleven-reasons-refuse-standardized-testing-children/?utm_content=buffer0f160&utm_medium=social&utm_source=facebook.com&utm_campaign=bufferÔøΩ__ÔøΩ_ @BadassTeachersA @UnitedOptOut @FairTestOffice @DianeRavitch,Eleven reasons to #optout of standardized testing. http://crunchymoms.com/eleven-reasons-refuse-standardized-testing-children/?utm_content=buffer0f160&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer … @BadassTeachersA @UnitedOptOut @FairTestOffice @DianeRavitch,100075,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,"Erie Niagara Assemblyman Raymond Walter invokes #OptOut I am not going to sell my children out"" Vote No on #nybudget #buffalo @nysut""",,151,1,CNYTeacher,3/31/15,13,6,,@nysut,#OptOut #nybudget #buffalo,5.83E+17,https://twitter.com/CNYTeacher/status/583036004661100545,
309,Error to allow material witnesses to opt out of testifying w/o constitutional statutory or common law basis. http://1.usa.gov/1xUMoKV #CEB,,126,1,CEB_CA,3/31/15,0,1,,,#CEB,5.83E+17,https://twitter.com/CEB_CA/status/583042459371880449,
310,Evaluation needs to be more than a score. #TheSchoolProject #TestingSeason #PARCC @theschoolpr,,142,1,KindlingGroup,3/31/15,0,0,,@theschoolpr,#TheSchoolProject #TestingSeason #PARCC,5.83E+17,https://twitter.com/KindlingGroup/status/583038164215808001,
311,Every #PARCC is sacred./every PARCC is great/if a PARCC is wasted / #Pearson gets quite irate,,100169,1,morbit,3/17/15,0,0,,,#PARCC #Pearson,5.78E+17,https://twitter.com/morbit/status/577851608828133376,
312,Excessive tests crimp lesson time #Ohio teachers say http://shar.es/1fBm1JÔøΩ_ via @DispatchAlerts #education #edchat #commoncore #parcc,Excessive tests crimp lesson time #Ohio teachers say http://shar.es/1fBm1J  via @DispatchAlerts #education #edchat #commoncore #parcc,100098,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
313,Feds extend NM No Child waiver for four years http://www.abqjournal.com/562869/news/feds-extend-nm-no-child-waiver-for-four-years.htmlÔøΩ__ÔøΩ_ via @ABQJournal #optout #stopcommoncore,Feds extend NM No Child waiver for four years http://www.abqjournal.com/562869/news/feds-extend-nm-no-child-waiver-for-four-years.html … via @ABQJournal #optout #stopcommoncore,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
314,Finally getting to hear from a #student voice on this issue! #PARCC #TestingSeason #TheSchoolProject,,119,1,KindlingGroup,3/31/15,1,1,,,#student #PARCC #TestingSeason #TheSchoolProject,5.83E+17,https://twitter.com/KindlingGroup/status/583048652144275457,
315,Former Firestone Mayor: Why my kids are not taking Colorado state tests: http://www.timescall.com/columnists/opinion-local/ci_27709919/chad-auer-why-my-kids-are-not-takingÔøΩ__ÔøΩ_ #Parcc #Pearson #StopCommonCore,Former Firestone Mayor: Why my kids are not taking Colorado state tests: http://www.timescall.com/columnists/opinion-local/ci_27709919/chad-auer-why-my-kids-are-not-taking … #Parcc #Pearson #StopCommonCore,100208,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"From teacher Juan Gonzalez There are no standard kids!"" #TheSchoolProject #PARCC #OptOut @theschoolpr""",,138,1,KindlingGroup,3/31/15,8,3,,@theschoolpr,#TheSchoolProject #PARCC #OptOut,5.83E+17,https://twitter.com/KindlingGroup/status/583039350000123904,
317,From what I've read about the #NYbudget so far I am absolutely certain we made the right choice to #OptOut,,49,1,jhickey62,3/31/15,0,0,,,#NYbudget #OptOut,5.83E+17,https://twitter.com/jhickey62/status/583073377373589504,
318,Frustrating that a 3rd grader new to the country still has to take the math portion #PARCC test. #TESOL @NMLegislature #nmpol #nmleg,,100044,1,teacherromeronm,3/24/15,1,0,,@NMLegislature,#PARCC #TESOL #nmpol #nmleg,5.81E+17,https://twitter.com/teacherromeronm/status/580554600836669440,
319,Fueled by the _ÔøΩÔøΩreforms_—ù passed (soon) by both houses of the NYS Legislature tonight resistance including #optout set to explode. @nysut,Fueled by the “reforms” passed (soon) by both houses of the NYS Legislature tonight resistance including #optout set to explode. @nysut,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"Go #APS @Stoptesting15: Pearson wants localschools to do its dirty work &punish students who discuss #PARCC items. http://wpo.st/KHs80ÔøΩ__—ù""","Go #APS @Stoptesting15: Pearson wants localschools to do its dirty work &punish students who discuss #PARCC items. http://wpo.st/KHs80 ”""",100186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,"Go NewJersey! @NJOptOut: First NJ Refuse PARCC billboard just went up!!! http://fb.me/1T2ZShD4NÔøΩ__—ù NewMexico #OptOut #CommonCore #PARCC #nmpol""","Go NewJersey! @NJOptOut: First NJ Refuse PARCC billboard just went up!!! http://fb.me/1T2ZShD4N ” NewMexico #OptOut #CommonCore #PARCC #nmpol""",9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
322,Good night day two of parcc testing tomorrow ugh why #PARCC #tests #sucks #unBEWEAVABLE,,100219,1,itz_lauren15,3/16/15,0,0,,,#PARCC #tests #sucks #unBEWEAVABLE,5.78E+17,https://twitter.com/itz_lauren15/status/577681782838956032,
323,Good teachers leave the classroom because of lack of autonomy not money. http://budurl.com/Teach1 #Teachers #RefuseTheTest,,21,1,MomTeacherH,3/31/15,1,1,,,#Teachers #RefuseTheTest,5.83E+17,https://twitter.com/MomTeacherH/status/583104686560923649,
324,Grave concerns about impact of #CommonCore on early childhood education and development went ignored http://www.edweek.org/media/joint_statement_on_core_standards.pdfÔøΩ__ÔøΩ_ #PARCC,Grave concerns about impact of #CommonCore on early childhood education and development went ignored http://www.edweek.org/media/joint_statement_on_core_standards.pdf … #PARCC,100139,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,Great event tonight with @theschoolpr - thanks to all for coming! #TestingSeason #PARCC #OptOut Next event is April 25th!,,116,1,KindlingGroup,3/31/15,0,0,,@theschoolpr,#TestingSeason #PARCC #OptOut,5.83E+17,https://twitter.com/KindlingGroup/status/583050586800558080,
326,Here is a folk song I wrote to protest the nonsense testing. Why Johnny Can't Stay in School. For all the Opt outs http://barrylane.bandcamp.com/track/why-johnny-cant-stay-in-schoolÔøΩ__ÔøΩ_,Here is a folk song I wrote to protest the nonsense testing. Why Johnny Can't Stay in School. For all the Opt outs http://barrylane.bandcamp.com/track/why-johnny-cant-stay-in-school …,100286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,Here's how common core fails our students. #nocommoncore #noparcc #optout #supportourschools @BobBraunsLedgerpic.twitter.com/TCaIUfDGZ6,,100119,1,OUSTtrump,3/22/15,3,1,,@BobBraunsLedgerpic,#nocommoncore #noparcc #optout #supportourschools,5.80E+17,https://twitter.com/OUSTtrump/status/579749384566366209,
328,hey @ISBEnews no provision for lots of things in public school. ergo: #optout it's our right as parents & students! @ILRaiseYourHand,,35,1,MTAS_Chicago,3/31/15,1,0,,@ISBEnews @ILRaiseYourHand,#optout,5.83E+17,https://twitter.com/MTAS_Chicago/status/583089546146897920,
329,Hey #PARCC its a beautiful day in Oklahoma. No testing! It's the answer we are all looking for. Now get off my kids twitter.,,100157,1,fawsewlaateadoe,3/17/15,0,0,,,#PARCC,5.78E+17,https://twitter.com/fawsewlaateadoe/status/577864952809066496,
330,"Hey all of UNTRUTHFUL MERCHANT"" come to my fb For paraphrase #starr #peepingpearson #pearson jennifer delcampo""",,122,1,jdelcampo0924,3/31/15,0,0,,,#starr #peepingpearson #pearson,5.83E+17,https://twitter.com/jdelcampo0924/status/583046977497145344,
331,High Stakes Testing is a waste if time and money. #TBATS @BadassTeachersA #pearsoniswatching @NYGovCuomopic.twitter.com/QoxhLdYpCl,,100020,1,NancyOsborne180,3/25/15,8,6,,@BadassTeachersA @NYGovCuomopic,#TBATS #pearsoniswatching,5.81E+17,https://twitter.com/NancyOsborne180/status/580742516015759360,
332,"Higher stakes need to be put on our elected officials"" gets a round of applause from @theschoolpr audience! #TestingSeason #OptOut""",,139,1,KindlingGroup,3/31/15,3,0,,@theschoolpr,#TestingSeason #OptOut,5.83E+17,https://twitter.com/KindlingGroup/status/583038882297442304,
333,How do you find a better way to hold teachers accountable? #TheSchoolProject #PARCC @theschoolpr,,150,1,KindlingGroup,3/31/15,0,0,,@theschoolpr,#TheSchoolProject #PARCC,5.83E+17,https://twitter.com/KindlingGroup/status/583036245539868672,
334,How Smarter Balance wants to monitor students: https://deutsch29.files.wordpress.com/2015/03/guidance-for-social-media-field-test-monitoring.pdfÔøΩ__ÔøΩ_ #optout #optoutpa,How Smarter Balance wants to monitor students: https://deutsch29.files.wordpress.com/2015/03/guidance-for-social-media-field-test-monitoring.pdf … #optout #optoutpa,100091,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
335,I #optoutbecause I believe in #localcontrol. My kids teachers know my children better than Albany. @NYGovCuomo @NTampio @UFT @nysut #PARCC,,100073,1,TheBoNose,3/23/15,4,2,,@NYGovCuomo @NTampio @UFT @nysut,#optoutbecause #localcontrol #PARCC,5.80E+17,https://twitter.com/TheBoNose/status/580198292169969664,
336,I #optoutbecause the #PARCC tests are RIGGED FOR FAILURE and not because they are hard. #StopCommonCore #trishmustgo @NYGovCuomo @NTampio,,100128,1,TheBoNose,3/21/15,18,7,,@NYGovCuomo @NTampio,#optoutbecause #PARCC #StopCommonCore #trishmustgo,5.79E+17,https://twitter.com/TheBoNose/status/579466818634395648,
337,"I asked a group of 4th graders What did you think of the #PARCC test?"" Here are some responses: pic.twitter.com/OTGBa0O2XR""",,100147,1,KatieOsgood_,3/17/15,48,20,,,#PARCC,5.78E+17,https://twitter.com/KatieOsgood_/status/577885685778092032,
338,I challenge you to take the 4th grade #SBAC Eng LA test--and then tell me it doesn't signify the death of childhood. http://sbac.portal.airast.org/practice-test/,,100226,1,susanoha,3/16/15,23,17,,,#SBAC,5.78E+17,https://twitter.com/susanoha/status/577662397147705344,
339,I don_ÔøΩÔøΩt need a test to tell me if my students can read...I know just by interacting w/ them in the classroom http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/03/24/not-my-daughter-how-one-dad-opted-out-his-kindergartner-from-standardized-testing/ÔøΩ__ÔøΩ_ #optout,I don’t need a test to tell me if my students can read...I know just by interacting w/ them in the classroom http://www.washingtonpost.com/blogs/answer-sheet/wp/2015/03/24/not-my-daughter-how-one-dad-opted-out-his-kindergartner-from-standardized-testing/ … #optout,100051,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
340,I feel like Cuomo lit a fire and is sittin back and watching and that is why he needs to see #optout #calloutcuomo #refusethetest,,100204,1,ChristinaDimase,3/17/15,0,0,,,#optout #calloutcuomo #refusethetest,5.78E+17,https://twitter.com/ChristinaDimase/status/577806253843447809,
341,I fully intend to opt my child out of standardized testing next year. Voting with my feet in a way. http://hereandnow.wbur.org/2015/02/27/opt-out-school-testsÔøΩ__ÔøΩ_,I fully intend to opt my child out of standardized testing next year. Voting with my feet in a way. http://hereandnow.wbur.org/2015/02/27/opt-out-school-tests …,100310,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
342,I just don't know what else I can say to those who are allowing their children to take the test. Starve the monster! #pearsoniswatching,,100295,1,tmgrocki,3/15/15,9,3,,,#pearsoniswatching,5.77E+17,https://twitter.com/tmgrocki/status/577210224320360448,
343,I knew the cost in time away from instruction was a lot; now we see how much the financial cost will be. #PARCC... http://fb.me/784vR4C8w,,100124,1,TpLanetteNBCT,3/22/15,0,1,,,#PARCC,5.80E+17,https://twitter.com/TpLanetteNBCT/status/579635094962339840,
344,I know what I'd like to tell them: #optout and study for AP exams that actually matter. @mieducation @BadassTeachersA @SmarterBalanced,,100076,1,tspelczechquer,3/23/15,0,1,,@mieducation @BadassTeachersA @SmarterBalanced,#optout,5.80E+17,https://twitter.com/tspelczechquer/status/580149653389217792,
345,"I opted out of my ISAT test and it totally worked. Each time people would come up to me a little more interested"" #OptOut #TestingSeason""",,156,1,theschoolpr,3/31/15,1,1,,,#OptOut #TestingSeason,5.83E+17,https://twitter.com/theschoolpr/status/583032285206822912,
346,I refuse to have @pearson flawed test be part if my evaluation. You can't evaluate me. #pearsoniswatching #evaluatethis #justletmeteach,,100235,1,jjo322,3/16/15,1,0,,@pearson,#pearsoniswatching #evaluatethis #justletmeteach,5.78E+17,https://twitter.com/jjo322/status/577648725205594113,
347,I think the #PARCC should be canceled period. How much money has been wasted on it? Like really? Anyone actually know?,,100309,1,ZGazire,3/1/15,1,2,,,#PARCC,5.72E+17,https://twitter.com/ZGazire/status/572215101224329217,
348,I'd rather #OptOut my child and deny @pearson the data than have them be #monitoredbypearson! #RefuseTheTest @LIOptOut @NYSAPE @lacetothetop,,100290,1,SNSRally,3/15/15,9,4,,@pearson @LIOptOut @NYSAPE @lacetothetop,#OptOut #monitoredbypearson #RefuseTheTest,5.77E+17,https://twitter.com/SNSRally/status/577257168396668928,
349,I'm going to #optout of Mondays. They're the worst.,,87,1,aaronkinnari,3/31/15,1,0,,,#optout,5.83E+17,https://twitter.com/aaronkinnari/status/583058997260980224,
350,I'm going to #optout of work for all of July. Twelve months is simply too many.,,66,1,aaronkinnari,3/31/15,0,1,,,#optout,5.83E+17,https://twitter.com/aaronkinnari/status/583062079525003267,
351,I'm opting my kid out of high-stakes mandatory testing. For her own sake and in solidarity. #teachreallife,,25,1,WHITELANDIA,3/31/15,0,0,,,#teachreallife,5.83E+17,https://twitter.com/WHITELANDIA/status/583099449544572928,
352,If a well-respected educator like Frank Breslin is concerned then we ALL need to be concerned! http://dianeravitch.net/2015/03/15/frank-breslin-police-states-spy-on-children/ÔøΩ__ÔøΩ_ #PARCC #Pearson,If a well-respected educator like Frank Breslin is concerned then we ALL need to be concerned! http://dianeravitch.net/2015/03/15/frank-breslin-police-states-spy-on-children/ … #PARCC #Pearson,100325,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC,,61,1,teachargument,5/5/15,0,1,,,#njed #parcc,5.96E+17,https://twitter.com/teachargument/status/595748612979740672,
354,If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC,,61,1,teachargument,4/21/15,1,0,,,#njed #parcc,5.91E+17,https://twitter.com/teachargument/status/590675213983055872,
355,If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC,,61,1,teachargument,4/7/15,0,0,,,#njed #parcc,5.86E+17,https://twitter.com/teachargument/status/585601760682778626,
356,If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC,,61,1,teachargument,3/31/15,0,0,,,#njed #parcc,5.83E+17,https://twitter.com/teachargument/status/583065048471498754,
357,If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC,,61,1,teachargument,3/24/15,0,0,,,#njed #parcc,5.81E+17,https://twitter.com/teachargument/status/580528347077328897,
358,If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC,,61,1,teachargument,3/17/15,0,0,,,#njed #parcc,5.78E+17,https://twitter.com/teachargument/status/577991612162260993,
359,If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC,,61,1,teachargument,3/3/15,1,0,,,#njed #parcc,5.73E+17,https://twitter.com/teachargument/status/572933297422147585,
360,If you're #njed you've got the same #parcc headache I do. Here's your [figurative] asprin: http://goo.gl/YBSckC,,61,1,teachargument,2/24/15,0,0,,,#njed #parcc,5.70E+17,https://twitter.com/teachargument/status/570396558044348416,
361,"In an era of testing frenzy...We r denying them opportunities 2tinkerdiscover&explore - in short to play."" ~Hammond #pearsoniswatching""",,100217,1,TeachersTweeeet,3/16/15,3,0,,,#pearsoniswatching,5.78E+17,https://twitter.com/TeachersTweeeet/status/577695455049486336,
362,In case you didn't know #PARCC does NOT allow graphicorganizers or mathref sheets 4 students w #IEP #specialeducation http://webcache.googleusercontent.com/search?q=cache:FbLNKmExcmMJ:www.doe.mass.edu/parcc/participation/ParentsNotificationSample.docx+&cd=8&hl=en&ct=clnk&gl=usÔøΩ__ÔøΩ_,In case you didn't know #PARCC does NOT allow graphicorganizers or mathref sheets 4 students w #IEP #specialeducation http://webcache.googleusercontent.com/search?q=cache:FbLNKmExcmMJ:www.doe.mass.edu/parcc/participation/ParentsNotificationSample.docx+&cd=8&hl=en&ct=clnk&gl=us …,115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,Is it true that #hawaii parents can't opt out of Smarter Balanced Assessments? @HIDOE808 #OptOut #SpEd,,1,1,TYokooji,3/31/15,0,0,,@HIDOE808,#hawaii #OptOut #SpEd,5.83E+17,https://twitter.com/TYokooji/status/583146018788634624,
364,Is Matrix Testing the answer - should we adopt #NAEP instead? #TestingSeason #OptOut #TheSchoolProject,,121,1,KindlingGroup,3/31/15,0,0,,,#NAEP #TestingSeason #OptOut #TheSchoolProject,5.83E+17,https://twitter.com/KindlingGroup/status/583047822922006529,
365,Is Opting Out Of Standardized Tests The Right Choice For Your Child? #OptOut http://wp.me/p5ATua-C,,69,1,ShakeTheSalt,3/31/15,0,0,,,#OptOut,5.83E+17,https://twitter.com/ShakeTheSalt/status/583061719427129345,
366,ISBE rep clarifies: #PARCC isn't being used for teacher evaluation yet. #TestingSeason,,125,1,theschoolpr,3/31/15,0,0,,,#PARCC #TestingSeason,5.83E+17,https://twitter.com/theschoolpr/status/583042539797618688,
367,It is time to stand up to this Governor and his hedge fund cronies! The rich will not use my kids as guinea pigs. #optout,,100318,1,smccarville,3/1/15,2,3,,,#optout,5.72E+17,https://twitter.com/smccarville/status/572155599380733953,
368,It is time to take back local control! Time for civil disobedience. stop holding schools for ransom. End GEA #optout,,100317,1,smccarville,3/1/15,0,1,,,#optout,5.72E+17,https://twitter.com/smccarville/status/572156731041693696,
369,It only looks like an #April Fool's joke. #OptOut #NYSEDoutofmyclassroom. Details emerge on new teacher evaluation http://capi.tl/1Hgyl1W,,135,1,JaneTheTeacher,3/31/15,0,0,,,#April #OptOut #NYSEDoutofmyclassroom,5.83E+17,https://twitter.com/JaneTheTeacher/status/583040302065160192,
370,"It's no surprise that so many students are ready to #OptOut"" We're not giving students a chance to learn and teachers a chance to teach""""",,146,1,theschoolpr,3/31/15,6,3,,,#OptOut,5.83E+17,https://twitter.com/theschoolpr/status/583037295160377344,
371,It's not assessment or feedback if it destroys a students thirst for learning for reading for writing for sharing for thinking. #parcc,,100327,1,TeachersTweeeet,3/15/15,10,4,,,#parcc,5.77E+17,https://twitter.com/TeachersTweeeet/status/577137868482564096,
372,It's pretty clear #PARCC #PEARSON #SBAC & #FSA have something to hide. Crappy tests that don't measure what they claim and designed to fail.,,100288,1,athomaa101,3/15/15,8,1,,,#PARCC #PEARSON #SBAC #FSA,5.77E+17,https://twitter.com/athomaa101/status/577264810552897536,
373,It's testing season. 70%-97% will fail. Time to #OptOut now! https://www.youtube.com/watch?v=fEv2PMS47hsÔøΩ__ÔøΩ_ @JessedHagopian @DianeRavitch @UnitedOptOut,?,100117,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,It's testing season. Kids are sitting ducks: built in 70% failure rates #pearsoniswatching https://twitter.com/ONDERALACA/status/509064648599953408/photo/1pic.twitter.com/mXSzLnpKOQ @BadassTeachersA #TBATS,,100134,1,NancyOsborne180,3/21/15,4,1,,@BadassTeachersA,#pearsoniswatching #TBATS,5.79E+17,https://twitter.com/NancyOsborne180/status/579437632662429696,
375,its turning teachers into technicians http://www.cnn.com/videos/world/2015/03/17/bts-nancie-atwell-teaching-award-million-dollars.cnnÔøΩ__ÔøΩ_ #optout #StopCommonCore #Kardashian #viralnews @MDCPS @MiamiSup @FLGovScott,tweet no longer available from user,100143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,Jeb #Bush got a chance to do real #education reform and #BoycottIndiana. He chose to #OptOut his #StandardizedTests http://www.tampabay.com/blogs/the-buzz-florida-politics/jeb-bush-praises-indiana-law-under-attack-as-anti-gay-and/2223503ÔøΩ__ÔøΩ_,Jeb #Bush got a chance to do real #education reform and #BoycottIndiana. He chose to #OptOut his #StandardizedTests http://www.tampabay.com/blogs/the-buzz-florida-politics/jeb-bush-praises-indiana-law-under-attack-as-anti-gay-and/2223503 …,157,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,Juan Gonzalez gets a round of applause for #NO selective enrollment schools - all schools should be #equal. #TheSchoolProject #optout,,136,1,KindlingGroup,3/31/15,2,0,,,#NO #equal #TheSchoolProject #optout,5.83E+17,https://twitter.com/KindlingGroup/status/583039784609705984,
378,Just gonna say it...Feeling depressed about starting 8+ weeks of #parcc Imagine if the time talent and resources were spent on...learning?,,100236,1,Constance_Belle,3/16/15,1,2,,,#parcc,5.78E+17,https://twitter.com/Constance_Belle/status/577648628514316289,
379,"Let's be clear. PARENTS disagree with #cuomo Ed policies and taxpayers insulted by rushed matter of necessity"" budget vote. #refuse #optout""",,98,1,stefbaranek,3/31/15,0,0,,,#cuomo #refuse #optout,5.83E+17,https://twitter.com/stefbaranek/status/583056827371401216,
380,Linda Lenz asks our panel: what information should we be giving parents about #PARCC?,,143,1,theschoolpr,3/31/15,1,0,,,#PARCC,5.83E+17,https://twitter.com/theschoolpr/status/583037981730217984,
381,List of forums around all of NYS - attend and bring a friend - #refusethetest to stop the madness http://www.nysape.org/eventspressletters.htmlÔøΩ__ÔøΩ_,List of forums around all of NYS - attend and bring a friend - #refusethetest to stop the madness http://www.nysape.org/eventspressletters.html …,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,Math Consultant: Smarter Balanced Math Tests Have 'Egregious Flaws' http://ln.is/blogs.edweek.org/edw/ZpAlkÔøΩ__ÔøΩ_ via @educationweek #edchat #cpchat #CCSS #SBAC,Math Consultant: Smarter Balanced Math Tests Have 'Egregious Flaws' - Education Week It’s not just #PARCC http://blogs.edweek.org/edweek/curriculum/2015/03/math_consultant_smarter_balanc.html …,100083,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,Merryl Tisch if feedback from tests is vital why can't I see the exam and know which questions each student got wrong. #PARCC #nysape,,100251,1,CHASE03670,3/16/15,0,0,,,#PARCC #nysape,5.78E+17,https://twitter.com/CHASE03670/status/577626200727687168,
384,Millions of children sit in front of screens trying to muddle through a clumsy interface and weeks of testing. #TheWalkingDead #PARCC,,100279,1,Sunshine1270,3/15/15,4,2,,,#TheWalkingDead #PARCC,5.77E+17,https://twitter.com/Sunshine1270/status/577289850530996224,
385,Minnesota Opts Out of MCA Standardized Testing http://wp.me/p3Alid-sI,,100202,1,CommonCoreMN,3/17/15,1,0,,,,5.78E+17,https://twitter.com/CommonCoreMN/status/577809595583741952,
386,MT @BillMoyersHQ: The Bravery of Rachel Carson http://bit.ly/1OUOJuh #SilentSpring < Yes you can #OptOut! #PARCC,,117,1,fredbartels,3/31/15,1,0,,@BillMoyersHQ,#SilentSpring #OptOut #PARCC,5.83E+17,https://twitter.com/fredbartels/status/583049618134593536,
387,Must read: Teachers & parents unite in opposing testing & Cuomo's reforms! Some teachers support opting out on tests http://lohud.us/1GAhVAI,,100258,1,CNYTeacher,3/16/15,5,2,,,,5.78E+17,https://twitter.com/CNYTeacher/status/577615858555584513,
388,Must read: Teachers & parents unite in opposing testing & Cuomo's reforms! Some teachers support opting out on tests http://lohud.us/1GAhVAI,,100258,1,marty10707,3/16/15,5,1,,,,5.78E+17,https://twitter.com/marty10707/status/577614878510223361,
389,Must-watch! Calls to Action: Noam Chomsky on the dangers of standardized testing: https://youtu.be/9JVVRWBekYoÔøΩ_ via @theprogressive #optout,Must-watch! Calls to Action: Noam Chomsky on the dangers of standardized testing: https://youtu.be/9JVVRWBekYo  via @theprogressive #optout,100283,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"My 5th grader isn't supposed to be college and career ready"" so stop testing and start teaching. #itsjustanothertest #pearsoniswatching""",,100178,1,1grandview,3/17/15,0,2,,,#itsjustanothertest #pearsoniswatching,5.78E+17,https://twitter.com/1grandview/status/577844991260692480,
391,"My fave ugly #PARCC story so far: SpEd student made to Sit-N-Stare for extended time"" as it's in his IEP. Wow. http://www.chicagotribune.com/news/ct-parcc-sit-and-stare-met-20150324-story.html#page=1ÔøΩ__ÔøΩ_""","My fave ugly #PARCC story so far: SpEd student made to Sit-N-Stare for extended time"" as it's in his IEP. Wow. http://www.chicagotribune.com/news/ct-parcc-sit-and-stare-met-20150324-story.html#page=1 …""",100026,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,my honors algebra class rated the PARCC ridiculous! main complaint was confusing and poorly worded questions. sad #PARCC,,100038,1,katebrymom,3/25/15,1,0,,,#PARCC,5.81E+17,https://twitter.com/katebrymom/status/580667871585378304,
393,My poor kids just finished #PARCC and now they're doing #sgo testing #teacherproblems,,100096,1,KarenVCristalli,3/23/15,0,1,,,#PARCC #sgo #teacherproblems,5.80E+17,https://twitter.com/KarenVCristalli/status/579993508460773377,
394,"My second sweet student crying over #PARCC & I dont like coming to school."" this morning. :( @Linda1746""",,100024,1,AuggiesAlterEgo,3/25/15,3,2,,@Linda1746,#PARCC,5.81E+17,https://twitter.com/AuggiesAlterEgo/status/580725093829124097,
395,My students are braver and stronger and wiser than any assessment will be able to capture. #SBAC Day 1 is over.,,140,1,MsHoughton,3/31/15,1,5,,,#SBAC,5.83E+17,https://twitter.com/MsHoughton/status/583038612763103233,
396,My students are braver more persistent and more resilient than I am. #SBAC #highstakestesting,,100014,1,MsHoughton,3/31/15,0,2,,,#SBAC #highstakestesting,5.83E+17,https://twitter.com/MsHoughton/status/582968468619808768,
