username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,,
IL_NJ,1/21/2013,0,0,#PARCC posts policy on student accommodations- looking for feedback! What's your opinion? http://www.parcconline.org/open-policies-public-comment … #ell #njed,,,#PARCC #ell #njed,2.93E+17,https://twitter.com/IL_NJ/status/293401579783081984,,
OPT_IN_FOR_LIFE,1/21/2013,0,0,Genital Herpes is more common than you think. STD Facts - Genital Herpes - @CDCgov,,@CDCgov,,2.93E+17,https://twitter.com/OPT_IN_FOR_LIFE/status/293395364134936576,,
steinman,1/21/2013,0,0,The #SBAC Technology Strategy Framework and System Requirements Specifications (Updated: 1/11/13): http://bit.ly/10e8q49 #edtech #edchat #k12,,,#SBAC #edtech #edchat #k12,2.93E+17,https://twitter.com/steinman/status/293395064892305408,,
CoachCarterx,1/21/2013,0,0,@DangerBarbiex @krosoman WHAT SORT OF BITCH INVENTED THAT MACHINE. Christ. #optout,,@DangerBarbiex @krosoman,#optout,2.93E+17,https://twitter.com/CoachCarterx/status/293388657916780544,,
RaaknRoll,1/21/2013,0,0,@rootofall3vil agree w/ u but the man loves to play the game & fight it out no? I'll be surprized if he opts out of IPL after Test retire..t,,@rootofall3vil,,2.93E+17,https://twitter.com/RaaknRoll/status/293384120564846593,,
newsweeds,1/21/2013,0,0,Silicon Labs Featuring Wireless Solutions for Advanced Metering at ... - DailyFinance (p http://bit.ly/10M8wpE #agenda21 #optout #smartm,,,#agenda21 #optout #smartm,2.93E+17,https://twitter.com/newsweeds/status/293376001247936512,,
MetaMetrics_Inc,1/21/2013,0,0,"Study: Common core exams to promote deeper learning"" http://ow.ly/gUhky #CCSS #k12 #edreform #PARCC #assessments via @educationweek""",,@educationweek,#CCSS #k12 #edreform #PARCC #assessments,2.93E+17,https://twitter.com/MetaMetrics_Inc/status/293357466169782273,,
newsweeds,1/21/2013,0,0,Silicon Labs Featuring Wireless Solutions for Advanced Metering at ... - SYS-CON Media ( http://bit.ly/UKYui9 #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293350517097259008,,
ncginny,1/21/2013,0,0,I would opt for a root canal over turning on the TV today. #OptOut #tcot #teaparty #ocra #twisters,,,#OptOut #tcot #teaparty #ocra #twisters,2.93E+17,https://twitter.com/ncginny/status/293325053221822464,,
newsweeds,1/21/2013,0,0,ClipperCreek Partners with Smartenit - SmartMeters http://bit.ly/10Lka46 #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293263241776357377,,
maryd510,1/20/2013,0,0,"@nypost calls Lisa Nielsen clown"" for being brave enough to speak against #standizedtesting #optout http://mindsofkids.blogspot.com/2013/01/send-in-clowns.html?m=1 … #insulting #shady""",,@nypost,#standizedtesting #optout #insulting #shady,2.93E+17,https://twitter.com/maryd510/status/293239837400629248,,
RonHustvedt,1/20/2013,0,0,@StarTribune if it is such a big deal to have test prep then push tests back to May. What if parents protest by opting out of the tests?,,@StarTribune,,2.93E+17,https://twitter.com/RonHustvedt/status/293200758323687427,,
newsweeds,1/20/2013,0,0,Opower Focuses on Data Security - SmartMeters http://bit.ly/ViiAQO #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293200361978724353,,
Pepsz45,1/20/2013,0,1,Give New York State Parents the Right to Opt Their Children Out of High Stakes Testing http://signon.org/s/=1mD4= @signon,,@signon,,2.93E+17,https://twitter.com/Pepsz45/status/293199009210851328,,
newsweeds,1/20/2013,0,0,Duke Energy Completes Texas Wind Project - SmartMeters http://bit.ly/10exLuT #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293180950341378050,,
lflorshaw,1/20/2013,0,0,The real deal on VAMs. #edchat #optout http://db.tt/IY1IrXR8,,,#edchat #optout,2.93E+17,https://twitter.com/lflorshaw/status/293169957762654208,,
newsweeds,1/20/2013,0,0,Efacec ACS PRISM System Georgia Bound - SmartMeters http://bit.ly/10KJC9M #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293158002830225408,,
newsweeds,1/20/2013,0,0,Brazilian Smart Energy Project on Track - SmartMeters http://bit.ly/11K2q8f #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293141481332543488,,
newsweeds,1/20/2013,0,0,Junifer Introduces Energy App - SmartMeters http://bit.ly/11K2sx5 #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293141479327666177,,
newsweeds,1/20/2013,0,0,National Grid Selects Itron for Pilot Program - SmartMeters http://bit.ly/11K2swW #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293141475007545344,,
newsweeds,1/20/2013,0,0,Atmel Signs Deal with Wasion - SmartMeters http://bit.ly/11K2pBh #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293141472746823680,,
newsweeds,1/20/2013,0,0,Samsung Introduces New Smart Refrigerator - SmartMeters http://bit.ly/11K2pkS #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293141470557372416,,
newsweeds,1/20/2013,0,0,Qatar Announces Smart Grid Project - SmartMeters http://bit.ly/11K2mW0 #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293141467919183874,,
newsweeds,1/20/2013,0,0,MP Visits Smart Home - SmartMeters http://bit.ly/11K2mFI #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293141465805254658,,
amanda_lyons,1/20/2013,0,0,The Innovative Educator: Activities for students who #OptOut of #Standardiz... http://theinnovativeeducator.blogspot.com/2013/01/activities-for-students-who-optout-of.html?spref=tw … #edu,,,#OptOut #Standardiz #edu,2.93E+17,https://twitter.com/amanda_lyons/status/293140720389324800,,
SAGAeducators,1/20/2013,0,0,The #SBAC Technology Strategy Framework and System Requirements Specifications (Updated: 1/11/13): http://bit.ly/10e8q49 #edtech #edchat #k12,,,#SBAC #edtech #edchat #k12,2.93E+17,https://twitter.com/SAGAeducators/status/293136385131569154,,
InTheLight717,1/20/2013,0,0,@RedAlert #OptOutandFilm I always opt out. Common sense says radiation = cancer. Frequent travelers & #tsa agents beware health hazard.,,@RedAlert,#OptOutandFilm #tsa,2.93E+17,https://twitter.com/InTheLight717/status/293110699813662720,,
newsweeds,1/20/2013,0,0,Smart meters could mean cheaper electricity - Yahoo! New Zealand News http://bit.ly/W9ikFr #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293099703090954240,,
NewsinMumbai,1/20/2013,0,0,Rhea styles papa Anil for his big day: It’s common for a star to opt for major designers when he/she is making a... http://dlvr.it/2qFcv8,,,,2.93E+17,https://twitter.com/NewsinMumbai/status/293090845282926593,,
A_Common_Man__,1/20/2013,0,0,@AbhayIndia jo admi ek panne ke bina kuch bol nahi sakta vo desh badlega... gajab ka majak karte ho tiwri ji.. dis time modi is best opt,,@AbhayIndia,,2.93E+17,https://twitter.com/A_Common_Man__/status/293086878381535233,,
newsweeds,1/20/2013,0,0,Smart meters could mean cheaper electricity - Newstalk ZB http://bit.ly/W9bmQR #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/293081685384372224,,
gcaserotti,1/20/2013,0,0,#optout #tsatheater “ @CNET: The TSA doesn’t even want to see you naked anymore thank you very much http://cnet.co/YgYw6f ”,,@CNET,#optout #tsatheater,2.93E+17,https://twitter.com/gcaserotti/status/293038626319781890,,
lyfeandrhymes,1/20/2013,0,0,Do it! #optout MT @nypost: EXCLUSIVE: Dept of Education official Lisa Nielsen promotes boycotting standardized tests http://nyp.st/10ua5r2,,@nypost,#optout,2.93E+17,https://twitter.com/lyfeandrhymes/status/293035129348182016,,
opt_ill,1/20/2013,0,0,Plouffe: Obama to push for 'common ground' involvement from American people - Washington Post (blog) http://bit.ly/VFTjRQ,,,,2.93E+17,https://twitter.com/opt_ill/status/293027638694531072,,
JimmyFNmac,1/20/2013,1,0,<3 this. Dept of Ed official encourages #optout ... http://m.tmi.me/Hrivq,,,#optout,2.93E+17,https://twitter.com/JimmyFNmac/status/293026143530012672,,
dougeb00,1/20/2013,0,0,RT @tfuhrman: Consider these grades 3&amp;4 PARCC Math task prototypes #ccss #parcc #4thchat #3rdchat #commoncore http://www.ccsstoolbox.com/parcc/PARCCPrototype_main.html …,,@tfuhrman,#ccss #parcc #4thchat #3rdchat #commoncore,2.93E+17,https://twitter.com/dougeb00/status/293022843036397569,,
IdabelPublicSch,1/20/2013,0,0,RT @tfuhrman: Consider these grades 3&amp;4 PARCC Math task prototypes #ccss #parcc #4thchat #3rdchat #commoncore http://www.ccsstoolbox.com/parcc/PARCCPrototype_main.html …,,@tfuhrman,#ccss #parcc #4thchat #3rdchat #commoncore,2.93E+17,https://twitter.com/IdabelPublicSch/status/293022841547415552,,
13oclock,1/20/2013,2,0,TSA Toys With the Serfs http://www.lewrockwell.com/blog/lewrw/archives/130972.html#.UPv7tr_612I.twitter … This is progress? #OptOut #TSA #tlot #tcot #icon #p2,,,# #OptOut #TSA #tlot #tcot #icon #p2,2.93E+17,https://twitter.com/13oclock/status/292998753999282177,,
Afdolnakub,1/20/2013,0,0,บินไม่ค่อยจะขึ้น #sbac #saphanmai http://instagr.am/p/UtC4_IMSod/,,,#sbac #saphanmai,2.93E+17,https://twitter.com/Afdolnakub/status/292956229855219713,,
Afdolnakub,1/20/2013,0,0,กำลังจะบิน #sbac #saphanmai http://instagr.am/p/UtCrEVMSoT/,,,#sbac #saphanmai,2.93E+17,https://twitter.com/Afdolnakub/status/292955761619914754,,
newsweeds,1/20/2013,0,0,Installed Base of Smart Meters in China to Reach Nearly 380 Million by 2020 ... - Electr http://bit.ly/11IAQbw #agenda21 #optout #smartm,,,#agenda21 #optout #smartm,2.93E+17,https://twitter.com/newsweeds/status/292935595225935872,,
newsweeds,1/19/2013,0,0,Bescom chief pushes for smart meters - The Hindu http://bit.ly/VDXiOG #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/292861039358402561,,
just4girls1,1/19/2013,0,0,“ @washingtonpost: How test anxiety affected a young boy http://wapo.st/Xmk76U ” what nonsense just opt him out of college too,,@washingtonpost,,2.93E+17,https://twitter.com/just4girls1/status/292855104518885376,,
sombienation,1/19/2013,0,0,The true cost of the TSA #optout: http://youtu.be/A7gmL9F6TFw  via @youtube,,@youtube,#optout,2.93E+17,https://twitter.com/sombienation/status/292844937836376064,,
aliya_hana,1/19/2013,0,0,Intimacy with TSA #optout,,,#optout,2.93E+17,https://twitter.com/aliya_hana/status/292824499806683136,,
dgburris,1/19/2013,0,0,Why the SBAC Speaking Assessment is Off the Mark with a note on #PARCC #ccss #ccchat #edchat #commoncore @scoopit http://sco.lt/7634Cn,,@scoopit,#PARCC #ccss #ccchat #edchat #commoncore,2.93E+17,https://twitter.com/dgburris/status/292815266717528066,,
writernthesky,1/19/2013,0,0,"Check out High Stakes Testing and Opting Out"" webinar event http://paaguestseries-estw.eventbrite.com  via @eventbrite""",,@eventbrite,,2.93E+17,https://twitter.com/writernthesky/status/292783026205773825,,
billy_travels,1/19/2013,0,0,Gotta love an airport shoe shine. A reward for getting past #TSA molestation. #optout pic.twitter.com/BZMKQzT0,,,#TSA #optout,2.93E+17,https://twitter.com/billy_travels/status/292778684891402240,,
Monctonsnowman,1/19/2013,1,0,@HarrisWriter Seems to me #Harper 's offer to let some #FN #Bands #optout of #C45 is a way to divide and conquer then screw them more.,,@HarrisWriter,#Harper #FN #Bands #optout #C45,2.93E+17,https://twitter.com/Monctonsnowman/status/292775524302979072,,
VoteForTheUnion,1/19/2013,0,0,@bigbuachaille @bbcgms including Falklands defence Gibraltar EU treaties and opt outs Bermuda UK nuclear test sites etc.,,@bigbuachaille @bbcgms,,2.93E+17,https://twitter.com/VoteForTheUnion/status/292761915145461760,,
slekar,1/19/2013,0,0,@the chalk face internet radio tomorrow at 6 pm EST. Sue Peters (PAA) and the Garfield MAP #optout. http://www.blogtalkradio.com/chalkface/2013/01/20/at-the-chalk-face-progressive-edreform-talk … @thechalkface,,@the @thechalkface,#optout,2.93E+17,https://twitter.com/slekar/status/292750587798360064,,
slekar,1/19/2013,0,0,@the chalk face internet radio tomorrow at 6 pm EST. Sue Peters (PAA) and the Garfield MAP #optout. http://www.blogtalkradio.com/chalkface/2013/01/20/at-the-chalk-face-progressive-edreform-talk … @susanoha,,@the @susanoha,#optout,2.93E+17,https://twitter.com/slekar/status/292750229281849344,,
slekar,1/19/2013,0,0,@the chalk face internet radio tomorrow at 6 pm EST. Sue Peters (PAA) and the Garfield MAP #optout. http://www.blogtalkradio.com/chalkface/2013/01/20/at-the-chalk-face-progressive-edreform-talk …,,@the,#optout,2.93E+17,https://twitter.com/slekar/status/292749956551417856,,
dgburris,1/19/2013,1,0,Why the SBAC Speaking Assessment is Off the Mark with a note on #PARCC #ccss #ccchat #edchat #commoncore @scoopit http://sco.lt/60uvwX,,@scoopit,#PARCC #ccss #ccchat #edchat #commoncore,2.93E+17,https://twitter.com/dgburris/status/292734839738757121,,
newsweeds,1/19/2013,0,0,Smart power meters in Malleswaram homes soon - Deccan Herald http://bit.ly/Wsnhqz #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/292721521619775489,,
J_Keith,1/19/2013,0,0,Please remove me from your e-mail list. #optout,,,#optout,2.93E+17,https://twitter.com/J_Keith/status/292706893263151104,,
rivetsolutions,1/19/2013,0,0,A tuition class giant in #pune opting for #zoho challenge for online test from Rivet Solutions - #expert in #zoho http://www.rtspl.in #rtspl,,,#pune #zoho #expert #zoho #rtspl,2.93E+17,https://twitter.com/rivetsolutions/status/292696227831746560,,
Bethazon,1/19/2013,1,0,@sujeilugo i took a comp test. Instead of a thesis i was able to opt for an internship (pro filed exp) which i did.,,@sujeilugo,,2.93E+17,https://twitter.com/Bethazon/status/292686784951906304,,
JeremyRyanSlate,1/19/2013,0,0,you do have the right to #OptOut of the #slavescanner it the airport as to not be exposed to the #CancerCausingRadiation. #NoAgenda,,,#OptOut #slavescanner #CancerCausingRadiation #NoAgenda,2.93E+17,https://twitter.com/JeremyRyanSlate/status/292681219064356865,,
319chuck215,1/19/2013,2,0,Mandatory sickle cell trait test @NCAADIII legis. passes 254-200-15. Student-athlete still may sign waiver to opt out. #NCAAConv,,@NCAADIII,#NCAAConv,2.93E+17,https://twitter.com/319chuck215/status/292668549997162496,,
newsweeds,1/19/2013,0,0,BC Hydro storming ahead with new meters - Victoria Times Colonist http://bit.ly/WOaHRl #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/292643223963320321,,
SBACIL,1/19/2013,0,0,Do you know the admin costs & #penalties for #ACA noncompliance? Find out at #SBAC #Education Event 1/29 http://ow.ly/gqfmJ,,,#penalties #ACA #SBAC #Education,2.93E+17,https://twitter.com/SBACIL/status/292640189321461760,,
drpuma,1/19/2013,0,0,YES!!! I WIN!!!!! http://nyti.ms/11FtJ3w #OptOut #PatDown,,,#OptOut #PatDown,2.93E+17,https://twitter.com/drpuma/status/292622350434840576,,
topsell,1/19/2013,0,0,Panasonic DMC-FZ150EGK Test: Panasonic Lumix DMC-FZ150EGK Digitalkamera (12 Megapixel 24-fach opt. Zoom 75 c... http://bit.ly/13PEMWx,,,,2.93E+17,https://twitter.com/topsell/status/292571449963708416,,
newsweeds,1/19/2013,0,0,Norman embraces smart meters - Norman Transcript http://bit.ly/Wqo0Zq #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.93E+17,https://twitter.com/newsweeds/status/292559220014997504,,
ndnstyl,1/18/2013,0,0,@OccupyHburg I would also suggest after a two year term that Tax Payers opt out of a life time wage also drug testing often.,,@OccupyHburg,,2.93E+17,https://twitter.com/ndnstyl/status/292516429394214912,,
zarsh,1/18/2013,0,0,Have been told very few people opt for this subject...Insanity is not as common as I thought... :),,,,2.93E+17,https://twitter.com/zarsh/status/292512381697945600,,
ErikLoomis,1/18/2013,3,1,Given that the entire AP test system is a fraud I'm glad Dartmouth is opting out. http://www.nytimes.com/2013/01/18/education/dartmouth-stops-credits-for-excelling-on-ap-test.html …,,,,2.92E+17,https://twitter.com/ErikLoomis/status/292489785430388736,,
SageFedora,1/18/2013,0,0,@snipeyhead @secmoose @shpantzer agreed. 4th Amendment all the way. #OptOut,,@snipeyhead @secmoose @shpantzer,#OptOut,2.92E+17,https://twitter.com/SageFedora/status/292481030647078913,,
tfuhrman,1/18/2013,0,0,CCSS Math Scope/Sequence Possibilities #ccss #mathchat #parcc #commoncore http://www.ccsstoolbox.com/parcc/PARCCPrototype_main.html …,,,#ccss #mathchat #parcc #commoncore,2.92E+17,https://twitter.com/tfuhrman/status/292470825498599424,,
tfuhrman,1/18/2013,0,0,Grades 6&7 PARCC Math task prototypes #ccss #commoncore #parcc http://www.ccsstoolbox.com/parcc/PARCCPrototype_main.html …,,,#ccss #commoncore #parcc,2.92E+17,https://twitter.com/tfuhrman/status/292470348811739136,,
tfuhrman,1/18/2013,0,0,Consider these grades 3&4 PARCC Math task prototypes #ccss #parcc #4thchat #3rdchat #commoncore http://www.ccsstoolbox.com/parcc/PARCCPrototype_main.html …,,,#ccss #parcc #4thchat #3rdchat #commoncore,2.92E+17,https://twitter.com/tfuhrman/status/292470056997240833,,
rakeshvchandran,1/18/2013,0,0,#IfLanceAmstrongWasIndian Common he never opt a sport like cycling instead he might be playing cricket!,,,#IfLanceAmstrongWasIndian,2.92E+17,https://twitter.com/rakeshvchandran/status/292458533436399617,,
markbarnes19,1/18/2013,0,0,New tech stuff: Activities for students who #OptOut of #StandardizedTests http://ow.ly/2ulyXt,,,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/markbarnes19/status/292433654657998848,,
welearnmore,1/18/2013,0,0,#education Activities for students who #OptOut of #StandardizedTests http://ow.ly/2ulGTe,,,#education #OptOut #StandardizedTests,2.92E+17,https://twitter.com/welearnmore/status/292429926940954625,,
InnovativeEdu,1/18/2013,2,0,Excited! @leoniehaimson joined the NY #optout of #standizedtesting group! Hope @DianeRavitch & @carolburris will too http://shrd.by/nvjROv,,@leoniehaimson @DianeRavitch @carolburris,#optout #standizedtesting,2.92E+17,https://twitter.com/InnovativeEdu/status/292427024008626176,,
leoniehaimson,1/18/2013,4,3,DOE's social media guru Lisa Nielson gives suggestions for activities when parents #optout their kids fr/state exams http://shar.es/4NA7l,,,#optout,2.92E+17,https://twitter.com/leoniehaimson/status/292421247042744320,,
TheBillyReeves,1/18/2013,0,0,@terencegarwood #OptOut,,@terencegarwood,#OptOut,2.92E+17,https://twitter.com/TheBillyReeves/status/292394489501335552,,
lgaretio,1/18/2013,1,0,The Innovative Educator: Activities for students who #OptOut of #StandardizedTests | @scoopit http://sco.lt/8gekYz,,@scoopit,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/lgaretio/status/292387923758813186,,
SBACIL,1/18/2013,0,0,Have you reserved your tix for the #SBAC #Advocacy Awards Dinner 4/11? http://ow.ly/gDHWh,,,#SBAC #Advocacy,2.92E+17,https://twitter.com/SBACIL/status/292384681192722432,,
Opt__,1/18/2013,0,0,@wilw whoa dude take it easy with the common sense. You might hurt someone!,,@wilw,,2.92E+17,https://twitter.com/Opt__/status/292357810929410048,,
slekar,1/18/2013,0,0,Female Welder vs Male Professor: Flashdance 2012 http://wp.me/pJX8i-1rT  via @wordpressdotcom @slekar #optout,,@wordpressdotcom @slekar,#optout,2.92E+17,https://twitter.com/slekar/status/292343723759648770,,
slekar,1/18/2013,0,0,However as a mom I know that I am doing what is best for my children. http://atthechalkface.com/2013/01/18/test-anxiety-is-real-what-should-we-do-about-it/ … @PegwithPen #optout,,@PegwithPen,#optout,2.92E+17,https://twitter.com/slekar/status/292343388576022530,,
newsweeds,1/18/2013,0,0,RMR tariff cap could stop smart meter benefits says SSE chief - Utility Week http://bit.ly/SWn1Ui #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/292340865500852224,,
elearnnet,1/18/2013,0,0,#edu #education Activities for students who #OptOut of #StandardizedTests http://ht.ly/2uleMl,,,#edu #education #OptOut #StandardizedTests,2.92E+17,https://twitter.com/elearnnet/status/292340233448607744,,
edclay,1/18/2013,0,0,OMG Another victory today!! TSA has caved! No more naked body scanners!! #optout http://bit.ly/9P2CzH,,,#optout,2.92E+17,https://twitter.com/edclay/status/292317903729090562,,
OPT_IN_FOR_LIFE,1/18/2013,0,0,http://pinterest.com/pin/544865254887570275/ … Common ways HIV is transmitted,,,,2.92E+17,https://twitter.com/OPT_IN_FOR_LIFE/status/292314903178510336,,
kevinxpatrick,1/18/2013,0,0,These were my first finals since freshman year and I killed them! #concussion #wkce #optout,,,#concussion #wkce #optout,2.92E+17,https://twitter.com/kevinxpatrick/status/292310074846756864,,
Mel_B104,1/18/2013,2,2,As a senior and survivor of Visible Music College I'd like to opt out of taking this test because it's pointless.,,,,2.92E+17,https://twitter.com/Mel_B104/status/292307995407298560,,
KLAtravel,1/18/2013,1,0,TSA getting rid of the naked image backscatter machines! http://on.rt.com/ns4aix  Unfortunately the replacement still shows you naked. #optout,,,#optout,2.92E+17,https://twitter.com/KLAtravel/status/292299741507764224,,
ErieCountyClerk,1/18/2013,0,0,@ClayInTheMornin Once we have received the official form from the NYSP my office will make it readily available to everyone! #OptOut,,@ClayInTheMornin,#OptOut,2.92E+17,https://twitter.com/ErieCountyClerk/status/292286612719673346,,
financialchurn,1/18/2013,0,0,Is it just us or has trail commission just been renamed to ongoing adviser charges. Seen only a handful of opt outs so far #optout #charges,,,#optout #charges,2.92E+17,https://twitter.com/financialchurn/status/292286451691954176,,
educatoral,1/18/2013,0,0,Activities for students who #OptOut of #StandardizedTests http://j.mp/XjU409 @innovativeedu,,@innovativeedu,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/educatoral/status/292279173861494785,,
scubast2ve,1/18/2013,0,0,http://gizmodo.com/5976989/tsa-to-remove-naked+image-scanners-from-us-airports … What will the government waste their money on now that they don't have body scanners to buy? #OptOut cc// @coachadwi,,@coachadwi,#OptOut,2.92E+17,https://twitter.com/scubast2ve/status/292275664302788608,,
Afdolnakub,1/18/2013,0,0,ดูดีมีชาติตระกูล #sbac #saphanmai#businesscomputer#BC http://instagr.am/p/UoKjooMSmN/,,,#sbac #saphanmai #businesscomputer #BC,2.92E+17,https://twitter.com/Afdolnakub/status/292269430614917120,,
drmmtatom,1/18/2013,0,0,Activities for students who #OptOut of #StandardizedTests http://flip.it/4diu9 #fhuedu610 #fhuedu508,,,#OptOut #StandardizedTests #fhuedu610 #fhuedu508,2.92E+17,https://twitter.com/drmmtatom/status/292267888692301825,,
InnovativeEdu,1/18/2013,0,0,Activities for students who #OptOut of #StandardizedTests http://nblo.gs/HfXAE,,,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/InnovativeEdu/status/292265379420598272,,
erika_auger,1/18/2013,0,0,"@InnovativeEdu http://vimeo.com/57567157  7 activities for students who #optout of #standardizedtests""""",,@InnovativeEdu,#optout #standardizedtests,2.92E+17,https://twitter.com/erika_auger/status/292265268384759808,,
InnovativeEdu,1/18/2013,0,2,7 activities for students who #optout of #standardizedtests http://shrd.by/34C1pS  Anything else? #edchat #edreform #ptchat,,,#optout #standardizedtests #edchat #edreform #ptchat,2.92E+17,https://twitter.com/InnovativeEdu/status/292265006341435394,,
TutorService,1/18/2013,0,0,Activities for students who #OptOut of #StandardizedTests: Many innovative educators realize that there are b... http://bit.ly/UAl3WP,,,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/TutorService/status/292261058779959296,,
ggarcialutz,1/18/2013,0,0,Activities for students who #OptOut of #StandardizedTests http://flip.it/vksk0 #OutliersSchool #evaluacioninvisible,,,#OptOut #StandardizedTests #OutliersSchool #evaluacioninvisible,2.92E+17,https://twitter.com/ggarcialutz/status/292260210595225601,,
anderscj2,1/18/2013,0,0,New Post: Activities for students who #OptOut of #StandardizedTests: Many innovative educat... http://bit.ly/UAl3WP  by @InnovativeEdu,,@InnovativeEdu,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/anderscj2/status/292256469934542849,,
gilmorekendra,1/18/2013,0,0,Activities for students who #OptOut of #StandardizedTests http://bit.ly/UAl3WP  Via @InnovativeEdu,,@InnovativeEdu,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/gilmorekendra/status/292256468248432640,,
piensl,1/18/2013,0,0,Activities for students who #OptOut of #StandardizedTests: Many innovative educators realize that there are b... http://bit.ly/UAl1ym,,,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/piensl/status/292256466331631618,,
anderscj2,1/18/2013,0,0,New Post: Activities for students who #OptOut of #StandardizedTests: Many innovative educators realize that t... http://bit.ly/UAl3WP,,,#OptOut #StandardizedTests,2.92E+17,https://twitter.com/anderscj2/status/292256461210398721,,
Core2Class,1/18/2013,0,0,Common Assessments Hold Promise Face Challenges Study Finds #parcc #ccss http://sco.lt/7vNDMH,,,#parcc #ccss,2.92E+17,https://twitter.com/Core2Class/status/292230689657585665,,
Presstitution,1/18/2013,0,0,The Seventh piece of #optout propaganda the hits just keep coming ... - div { margin-top: 1em; } ]]&gt; http://j.mp/TKGGof,,,#optout,2.92E+17,https://twitter.com/Presstitution/status/292212933813993472,,
Presstitution,1/18/2013,0,0,The Seventh piece of #optout propaganda the hits just keep coming ... - div { margin-top: 1em; } ]]&gt; http://j.mp/TKGGof,,,#optout,2.92E+17,https://twitter.com/Presstitution/status/292203606432686080,,
newsweeds,1/18/2013,0,0,Smart Grid Consumer Survey - PR Newswire (press release) http://bit.ly/WaqlXQ #agenda21 #optout #smartmeters,,,#agenda21 #optout #smartmeters,2.92E+17,https://twitter.com/newsweeds/status/292196416032489472,,
skwashd,1/18/2013,1,0,"Victory for #optout  @newsycombinator: Naked-Image Scanners to Be Removed From U.S. Airports http://j.mp/103ks01 "" /cc @adriarichards @AusBT""",,@newsycombinator @adriarichards @AusBT,#optout,2.92E+17,https://twitter.com/skwashd/status/292177760812687360,,
DahhNigga_Tman,1/17/2013,0,0,Gotta finish this opt test in the morning,,,,2.92E+17,https://twitter.com/DahhNigga_Tman/status/292163442717106176,,
ArunDhamija,1/17/2013,0,0,@ArvindKejriwal7 HPSC conductin interview continuously for 2month for post of Assistant District Attorney. Why HPSC doesn't opt written test,,@ArvindKejriwal7,,2.92E+17,https://twitter.com/ArunDhamija/status/292152541007974400,,
LeapClixx,1/17/2013,0,0,Tell the Yellow Pages that you no longer want to receive their directories. #OptOut #SaveATree #GoogleIt https://www.yellowpagesoptout.com/,,,#OptOut #SaveATree #GoogleIt,2.92E+17,https://twitter.com/LeapClixx/status/292090318277455873,,
asianamelia3,1/17/2013,0,0,last day of freaking gym!!:) i am never touching a heart rate monitor again!! #optout #neveragain #ihategym #sports,,,#optout #neveragain #ihategym #sports,2.92E+17,https://twitter.com/asianamelia3/status/292078714051756032,,
TreenaSelak,1/17/2013,0,0,Where can kids go on #Optout of #StandardizedTests days? http://zite.to/W9gOA4  via @zite @salsakid03,,@zite @salsakid03,#Optout #StandardizedTests,2.92E+17,https://twitter.com/TreenaSelak/status/292078534451662848,,
